study_id,outcome_id,title,year,authors,outcome_name,outcome_dimension,blooms_level,n_treatment,n_control,m_treatment,sd_treatment,m_control,sd_control,hedges_g,se_g,ci_lower,ci_upper,cohens_d,t_value,f_value,p_value,eta_squared,effect_source,extraction_method,effect_direction,flag,study_design,genai_tool,measure_type,measure_instrument,source,reliability,review_needed,extraction_status,mean_difference,standard_error,confidence_interval_lower,confidence_interval_upper,u_value,z_value,effect_size,sample_size_total,relative_effect,verification_status,verification_confidence,data_tier,verification_method
40,040_02,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Overall Writing Quality,cognitive,create,100.0,100.0,1.98,0.635,,,,,,,,,,,,insufficient_data,table_ocr,,,,,pre-test,Writing Quality Assessment,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
40,040_03,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Overall Engagement Level 5/30,affective,,100.0,100.0,3.98,0.864,,,,,,,,,,,,insufficient_data,table_ocr,,,,,post-test,Engagement Scale,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
40,040_04,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Overall Engagement Level 5/23,affective,,100.0,100.0,3.77,1.004,,,,,,,,,,,,insufficient_data,table_ocr,,,,,pre-test,Engagement Scale,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
40,040_05,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Grammar & Syntax,cognitive,apply,100.0,100.0,,,,,0.3815,,,,0.383,0.0,,1.0,,from_cohens_d,table_ocr,,,,,pre-test,Writing Assessment,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
40,040_06,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Organization & Coherence,cognitive,create,100.0,100.0,,,,,0.4074,,,,0.409,1.313,,0.205,,from_cohens_d,table_ocr,,,,,pre-test,Writing Assessment,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
40,040_07,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Vocabulary Usage,cognitive,apply,100.0,100.0,,,,,0.3208,,,,0.322,-0.834,,0.415,,from_cohens_d,table_ocr,,,,,pre-test,Writing Assessment,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
40,040_08,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Argumentation,cognitive,evaluate,100.0,100.0,,,,,0.0767,,,,0.077,6.99,,0.001,,from_cohens_d,table_ocr,,,,,pre-test,Writing Assessment,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
40,040_09,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Mechanics,cognitive,apply,100.0,100.0,,,,,0.4812,,,,0.483,0.88,,0.39,,from_cohens_d,table_ocr,,,,,pre-test,Writing Assessment,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
40,040_10,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Overall Writing Performance Score,cognitive,create,100.0,100.0,,,,,0.7561,,,,0.759,1.619,,0.122,,from_cohens_d,table_ocr,,,,,pre-test,Writing Assessment,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
40,040_11,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Grammar & Syntax,cognitive,apply,100.0,100.0,,,,,0.2451,,,,0.246,15.983,,0.001,,from_cohens_d,table_ocr,,,,,post-test,Writing Assessment,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
40,040_12,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Organization & Coherence,cognitive,create,100.0,100.0,,,,,0.2849,,,,0.286,7.653,,0.001,,from_cohens_d,table_ocr,,,,,post-test,Writing Assessment,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
40,040_13,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Vocabulary Usage,cognitive,apply,100.0,100.0,,,,,0.1664,,,,0.167,15.023,,0.001,,from_cohens_d,table_ocr,,,,,post-test,Writing Assessment,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
40,040_14,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Argumentation,cognitive,evaluate,100.0,100.0,,,,,0.1594,,,,0.16,19.164,,0.001,,from_cohens_d,table_ocr,,,,,post-test,Writing Assessment,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
40,040_15,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Mechanics,cognitive,apply,100.0,100.0,,,,,0.3118,,,,0.313,13.773,,0.001,,from_cohens_d,table_ocr,,,,,post-test,Writing Assessment,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
40,040_16,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Overall Writing Performance Score,cognitive,create,100.0,100.0,,,,,0.4612,,,,0.463,34.584,,0.001,,from_cohens_d,table_ocr,,,,,post-test,Writing Assessment,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
40,040_17,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Total Writing Performance Score,cognitive,create,20.0,20.0,21.2,0.359,17.61,0.354,9.8698,1.1479,7.6199,12.1197,10.0699,,,,,calculated_from_table,table_ocr,,extreme_value,,,post-test,Writing Assessment,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
41,041_01,Why unequal AI access enhances team productivity: the mediating role of interaction processes and cognitive diversity,2025.0,Jin‐Hee Han; Ruqin Ren,Task quality,cognitive,create,40.0,40.0,5.654,0.08,4.958,0.818,1.186,0.2425,0.7108,1.6613,1.1976,-5.103,,0.01,,calculated_from_table,table_ocr,,,,,post-test,Expert rating scale (1-7),OpenAlex,,,,,,,,,,,,,VERIFIED,91.7,1,pdf_cross_check
41,041_02,Why unequal AI access enhances team productivity: the mediating role of interaction processes and cognitive diversity,2025.0,Jin‐Hee Han; Ruqin Ren,Task quality,cognitive,create,20.0,40.0,5.25,0.118,4.958,0.818,0.4275,0.2766,-0.1147,0.9697,0.4331,2.881,,0.01,,calculated_from_table,table_ocr,,,,,post-test,Expert rating scale (1-7),OpenAlex,,,,,,,,,,,,,VERIFIED,91.7,1,pdf_cross_check
41,041_03,Why unequal AI access enhances team productivity: the mediating role of interaction processes and cognitive diversity,2025.0,Jin‐Hee Han; Ruqin Ren,Task time,behavioral,,40.0,40.0,10.013,1.108,30.55,9.419,-3.0329,0.3279,-3.6755,-2.3903,-3.0624,13.556,,0.01,,calculated_from_table,table_ocr,,extreme_value,,,post-test,Task completion time (minutes),OpenAlex,,,,,,,,,,,,,VERIFIED,91.7,1,pdf_cross_check
41,041_04,Why unequal AI access enhances team productivity: the mediating role of interaction processes and cognitive diversity,2025.0,Jin‐Hee Han; Ruqin Ren,Task time,behavioral,,20.0,40.0,15.15,1.491,30.55,9.419,-1.9561,0.3269,-2.5969,-1.3153,-1.9818,-3.312,,0.01,,calculated_from_table,table_ocr,,,,,post-test,Task completion time (minutes),OpenAlex,,,,,,,,,,,,,VERIFIED,91.7,1,pdf_cross_check
41,041_05,Why unequal AI access enhances team productivity: the mediating role of interaction processes and cognitive diversity,2025.0,Jin‐Hee Han; Ruqin Ren,Cognitive diversity,cognitive,analyze,40.0,40.0,0.631,0.011,0.618,0.102,0.1775,0.224,-0.2617,0.6166,0.1792,5.938,,0.01,,calculated_from_table,table_ocr,,,,,post-test,Cosine distance measure,OpenAlex,,,,,,,,,,,,,VERIFIED,91.7,1,pdf_cross_check
41,041_06,Why unequal AI access enhances team productivity: the mediating role of interaction processes and cognitive diversity,2025.0,Jin‐Hee Han; Ruqin Ren,Cognitive diversity,cognitive,analyze,20.0,40.0,0.51,0.018,0.618,0.102,-1.2649,0.2972,-1.8474,-0.6824,-1.2815,-1.299,,0.197,,calculated_from_table,table_ocr,,,,,post-test,Cosine distance measure,OpenAlex,,,,,,,,,,,,,VERIFIED,91.7,1,pdf_cross_check
42,042_01,AI Support Meets AR Visualization for Alice and Bob: Personalized Learning Based on Individual ChatGPT Feedback in an AR Quantum Cryptography Experiment for Physics Lab Courses,2024.0,Atakan Coban; David Dzsotjan; Stefan Küchemann; Jürgen Durst; Jochen Kuhn; Christoph Hoyer,D-scores (difference between response scores with and without feedback),cognitive,apply,11.0,10.0,0.136,0.595,-0.575,0.602,1.1414,,,,1.189,2.721,,0.014,,from_cohens_d,table_ocr,,,,,gain_score,Learning outcome questions,arXiv,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
42,042_02,AI Support Meets AR Visualization for Alice and Bob: Personalized Learning Based on Individual ChatGPT Feedback in an AR Quantum Cryptography Experiment for Physics Lab Courses,2024.0,Atakan Coban; David Dzsotjan; Stefan Küchemann; Jürgen Durst; Jochen Kuhn; Christoph Hoyer,Q1 - With vs Without ChatGPT feedback,cognitive,apply,11.0,11.0,0.5,0.362,0.454,0.395,0.1168,0.4268,-0.7197,0.9533,0.1214,-1.0,,0.17,,calculated_from_table,table_ocr,,,,,post_test,Question 1 scores,arXiv,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
42,042_03,AI Support Meets AR Visualization for Alice and Bob: Personalized Learning Based on Individual ChatGPT Feedback in an AR Quantum Cryptography Experiment for Physics Lab Courses,2024.0,Atakan Coban; David Dzsotjan; Stefan Küchemann; Jürgen Durst; Jochen Kuhn; Christoph Hoyer,Q2 - With vs Without ChatGPT feedback,cognitive,apply,10.0,10.0,0.675,0.265,0.35,0.428,0.8744,,,,0.913,-3.545,,0.003,,from_cohens_d,table_ocr,,,,,post_test,Question 2 scores,arXiv,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
42,042_04,AI Support Meets AR Visualization for Alice and Bob: Personalized Learning Based on Individual ChatGPT Feedback in an AR Quantum Cryptography Experiment for Physics Lab Courses,2024.0,Atakan Coban; David Dzsotjan; Stefan Küchemann; Jürgen Durst; Jochen Kuhn; Christoph Hoyer,Q3 - With vs Without ChatGPT feedback,cognitive,apply,11.0,11.0,0.636,0.234,0.295,0.101,1.8202,,,,1.892,-4.892,,0.001,,from_cohens_d,table_ocr,,,,,post_test,Question 3 scores,arXiv,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
42,042_05,AI Support Meets AR Visualization for Alice and Bob: Personalized Learning Based on Individual ChatGPT Feedback in an AR Quantum Cryptography Experiment for Physics Lab Courses,2024.0,Atakan Coban; David Dzsotjan; Stefan Küchemann; Jürgen Durst; Jochen Kuhn; Christoph Hoyer,Q4 - With vs Without ChatGPT feedback,cognitive,apply,10.0,10.0,0.5,0.289,0.35,0.316,0.4741,,,,0.495,-1.964,,0.04,,from_cohens_d,table_ocr,,,,,post_test,Question 4 scores,arXiv,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
43,043_01,Applicability of ChatGPT in Online Collaborative Learning: Evidence Based on Learning Outcomes,2024.0,Haixin Liu,knowledge activation,cognitive,apply,15.0,15.0,670.85,330.53,220.9,104.03,1.7867,0.4319,0.9402,2.6333,1.8364,2.903,,0.02,,calculated_M_SD,,positive,,,,post-test,Instruction Information Set (IIS) method,Semantic Scholar,0.83,,,,,,,,,,,,VERIFIED,100.0,1,pdf_cross_check
43,043_02,Applicability of ChatGPT in Online Collaborative Learning: Evidence Based on Learning Outcomes,2024.0,Haixin Liu,online collaborative learning performance,cognitive,evaluate,15.0,15.0,86.8,4.43,79.0,4.3,1.7385,0.4286,0.8984,2.5785,1.7867,,7.112,0.032,,calculated_M_SD,,positive,,,,post-test,group work quality evaluation scale,Semantic Scholar,0.84,,,,,,,,,,,,VERIFIED,100.0,1,pdf_cross_check
43,043_03,Applicability of ChatGPT in Online Collaborative Learning: Evidence Based on Learning Outcomes,2024.0,Haixin Liu,critical thinking,cognitive,evaluate,15.0,15.0,4.27,0.42,3.51,0.32,1.9805,0.4458,1.1068,2.8542,2.0356,,15.01,0.001,,calculated_M_SD,,positive,,,,post-test,Yeh (1999) critical thinking questionnaire,Semantic Scholar,0.864,,,,,,,,,,,,VERIFIED,100.0,1,pdf_cross_check
44,044_01,"ChatGPT in didactical tetrahedron, does it make an exception? A case study in mathematics teaching and learning",2024.0,Dadan Dasari; Agus Hendriyanto; Sani Sahara; Didi Suryadi; Lukman Hakim Muhaimin; Theodore Chao; Laila Fitriana,mathematical problem-solving abilities,cognitive,apply,9.0,11.0,9.816,5.553,30.303,13.288,-1.8557,0.5368,-2.9078,-0.8037,-1.9376,,20.6,< 0.01,0.469,calculated_M_SD,,negative,,,,post-test,researcher-developed test,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
44,044_02,"ChatGPT in didactical tetrahedron, does it make an exception? A case study in mathematics teaching and learning",2024.0,Dadan Dasari; Agus Hendriyanto; Sani Sahara; Didi Suryadi; Lukman Hakim Muhaimin; Theodore Chao; Laila Fitriana,mathematical problem-solving abilities,cognitive,apply,9.0,11.0,42.593,18.166,30.303,13.288,0.7524,0.4649,-0.1589,1.6637,0.7856,,20.6,< 0.01,0.469,calculated_M_SD,,positive,,,,post-test,researcher-developed test,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
44,044_03,"ChatGPT in didactical tetrahedron, does it make an exception? A case study in mathematics teaching and learning",2024.0,Dadan Dasari; Agus Hendriyanto; Sani Sahara; Didi Suryadi; Lukman Hakim Muhaimin; Theodore Chao; Laila Fitriana,attitudes toward using ChatGPT for learning mathematics,affective,,,,,,,,,,,,,,,,,insufficient_data,,,,,,,semi-structured interviews,OpenAlex,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
45,045_01,ENHANCING WRITING COMPREHENSION IN L2 ARABIC LEARNERS THROUGH AI-BASED TRANSLANGUAGING CHATBOTS,2024.0,Nely Rahmawati Zaimah; Fatchiatuzahro Fatchiatuzahro; Eko Hartanto,Arabic Writing Comprehension,cognitive,create,,,6.918,0.862,5.542,0.903,,,,,,-15.436,,<.001,,insufficient_data,table_ocr,,,,,pre-post comparison,Arabic Writing Assessment,OpenAlex,,,,,,,,,,,45.0,,OCR_VERIFIED,100.0,1,ocr_cache
46,046_01,"Empowering ChatGPT with Guidance Mechanism in Blended Learning: Effect of Self-Regulated Learning, Higher-Order Thinking Skills, and Knowledge Construction",2024.0,Hsin-Yu Lee; Pei-Hua Chen; Wei-Sheng Wang; Yueh-Min Huang; Ting-Ting Wu,Intrinsic motivation,metacognitive,,31.0,30.0,18.9,2.82,16.1,2.55,1.0273,0.2725,0.4933,1.5614,1.0406,,17.13,0.001,0.228,calculated_from_table,table_ocr,,,RCT,ChatGPT (gpt-3.5-turbo-16k),post-test,Self-regulated learning scale,International Journal of Educational Technology in Higher Education,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
46,046_02,"Empowering ChatGPT with Guidance Mechanism in Blended Learning: Effect of Self-Regulated Learning, Higher-Order Thinking Skills, and Knowledge Construction",2024.0,Hsin-Yu Lee; Pei-Hua Chen; Wei-Sheng Wang; Yueh-Min Huang; Ting-Ting Wu,Identified regulation,metacognitive,,31.0,30.0,19.1,3.5,17.8,2.53,0.4192,0.2589,-0.0883,0.9266,0.4246,,2.94,0.092,0.048,calculated_from_table,table_ocr,,,RCT,ChatGPT (gpt-3.5-turbo-16k),post-test,Self-regulated learning scale,International Journal of Educational Technology in Higher Education,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
46,046_03,"Empowering ChatGPT with Guidance Mechanism in Blended Learning: Effect of Self-Regulated Learning, Higher-Order Thinking Skills, and Knowledge Construction",2024.0,Hsin-Yu Lee; Pei-Hua Chen; Wei-Sheng Wang; Yueh-Min Huang; Ting-Ting Wu,External regulation,metacognitive,,31.0,30.0,18.1,1.53,17.3,2.26,0.4105,0.2588,-0.0967,0.9178,0.4159,,3.33,0.073,0.054,calculated_from_table,table_ocr,,,RCT,ChatGPT (gpt-3.5-turbo-16k),post-test,Self-regulated learning scale,International Journal of Educational Technology in Higher Education,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
46,046_04,"Empowering ChatGPT with Guidance Mechanism in Blended Learning: Effect of Self-Regulated Learning, Higher-Order Thinking Skills, and Knowledge Construction",2024.0,Hsin-Yu Lee; Pei-Hua Chen; Wei-Sheng Wang; Yueh-Min Huang; Ting-Ting Wu,Amotivation,metacognitive,,31.0,30.0,8.53,2.73,12.0,2.73,-1.2548,0.2802,-1.804,-0.7057,-1.2711,,24.62,0.001,0.298,calculated_from_table,table_ocr,,,RCT,ChatGPT (gpt-3.5-turbo-16k),post-test,Self-regulated learning scale,International Journal of Educational Technology in Higher Education,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
46,046_05,"Empowering ChatGPT with Guidance Mechanism in Blended Learning: Effect of Self-Regulated Learning, Higher-Order Thinking Skills, and Knowledge Construction",2024.0,Hsin-Yu Lee; Pei-Hua Chen; Wei-Sheng Wang; Yueh-Min Huang; Ting-Ting Wu,Cognitive engagement,metacognitive,,31.0,30.0,34.5,2.58,27.4,2.72,2.6453,0.3506,1.958,3.3326,2.6795,,48.6,0.001,0.369,calculated_from_table,table_ocr,,,RCT,ChatGPT (gpt-3.5-turbo-16k),post-test,Self-regulated learning scale,International Journal of Educational Technology in Higher Education,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
46,046_06,"Empowering ChatGPT with Guidance Mechanism in Blended Learning: Effect of Self-Regulated Learning, Higher-Order Thinking Skills, and Knowledge Construction",2024.0,Hsin-Yu Lee; Pei-Hua Chen; Wei-Sheng Wang; Yueh-Min Huang; Ting-Ting Wu,Behavioral engagement,metacognitive,,31.0,30.0,20.1,1.71,17.4,1.33,1.7365,0.3005,1.1475,2.3255,1.7589,,41.4,0.001,0.333,calculated_from_table,table_ocr,,,RCT,ChatGPT (gpt-3.5-turbo-16k),post-test,Self-regulated learning scale,International Journal of Educational Technology in Higher Education,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
46,046_07,"Empowering ChatGPT with Guidance Mechanism in Blended Learning: Effect of Self-Regulated Learning, Higher-Order Thinking Skills, and Knowledge Construction",2024.0,Hsin-Yu Lee; Pei-Hua Chen; Wei-Sheng Wang; Yueh-Min Huang; Ting-Ting Wu,Emotional engagement,metacognitive,,31.0,30.0,13.5,1.21,12.8,1.53,0.502,0.2601,-0.0078,1.0118,0.5085,,3.12,0.082,0.051,calculated_from_table,table_ocr,,,RCT,ChatGPT (gpt-3.5-turbo-16k),post-test,Self-regulated learning scale,International Journal of Educational Technology in Higher Education,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
46,046_08,"Empowering ChatGPT with Guidance Mechanism in Blended Learning: Effect of Self-Regulated Learning, Higher-Order Thinking Skills, and Knowledge Construction",2024.0,Hsin-Yu Lee; Pei-Hua Chen; Wei-Sheng Wang; Yueh-Min Huang; Ting-Ting Wu,Self-efficacy,metacognitive,,31.0,30.0,31.2,3.9,25.8,4.16,1.3229,0.2827,0.7687,1.877,1.34,,26.46,0.001,0.313,calculated_from_table,table_ocr,,,RCT,ChatGPT (gpt-3.5-turbo-16k),post-test,Self-regulated learning scale,International Journal of Educational Technology in Higher Education,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
46,046_09,"Empowering ChatGPT with Guidance Mechanism in Blended Learning: Effect of Self-Regulated Learning, Higher-Order Thinking Skills, and Knowledge Construction",2024.0,Hsin-Yu Lee; Pei-Hua Chen; Wei-Sheng Wang; Yueh-Min Huang; Ting-Ting Wu,Critical thinking,cognitive,analyze,31.0,30.0,17.3,2.19,13.8,2.0,1.6464,0.2963,1.0656,2.2272,1.6677,,41.73,0.001,0.418,calculated_from_table,table_ocr,,,RCT,ChatGPT (gpt-3.5-turbo-16k),post-test,Higher-order thinking skills scale,International Journal of Educational Technology in Higher Education,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
46,046_10,"Empowering ChatGPT with Guidance Mechanism in Blended Learning: Effect of Self-Regulated Learning, Higher-Order Thinking Skills, and Knowledge Construction",2024.0,Hsin-Yu Lee; Pei-Hua Chen; Wei-Sheng Wang; Yueh-Min Huang; Ting-Ting Wu,Problem-solving,cognitive,apply,31.0,30.0,15.9,2.01,13.1,1.96,1.3922,0.2854,0.8327,1.9516,1.4102,,38.7,0.001,0.4,calculated_from_table,table_ocr,,,RCT,ChatGPT (gpt-3.5-turbo-16k),post-test,Higher-order thinking skills scale,International Journal of Educational Technology in Higher Education,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
46,046_11,"Empowering ChatGPT with Guidance Mechanism in Blended Learning: Effect of Self-Regulated Learning, Higher-Order Thinking Skills, and Knowledge Construction",2024.0,Hsin-Yu Lee; Pei-Hua Chen; Wei-Sheng Wang; Yueh-Min Huang; Ting-Ting Wu,Creativity,cognitive,create,31.0,30.0,11.0,1.18,10.1,1.07,0.7882,0.2659,0.2671,1.3093,0.7984,,8.98,0.004,0.134,calculated_from_table,table_ocr,,,RCT,ChatGPT (gpt-3.5-turbo-16k),post-test,Higher-order thinking skills scale,International Journal of Educational Technology in Higher Education,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
46,046_12,"Empowering ChatGPT with Guidance Mechanism in Blended Learning: Effect of Self-Regulated Learning, Higher-Order Thinking Skills, and Knowledge Construction",2024.0,Hsin-Yu Lee; Pei-Hua Chen; Wei-Sheng Wang; Yueh-Min Huang; Ting-Ting Wu,Chemistry knowledge,cognitive,understand,31.0,30.0,79.7,6.77,74.7,8.55,0.6413,0.2626,0.1266,1.1561,0.6496,,6.1,0.017,0.1,calculated_from_table,table_ocr,,,RCT,ChatGPT (gpt-3.5-turbo-16k),post-test,Chemistry knowledge questionnaire,International Journal of Educational Technology in Higher Education,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
46,046_13,"Empowering ChatGPT with Guidance Mechanism in Blended Learning: Effect of Self-Regulated Learning, Higher-Order Thinking Skills, and Knowledge Construction",2024.0,Hsin-Yu Lee; Pei-Hua Chen; Wei-Sheng Wang; Yueh-Min Huang; Ting-Ting Wu,Chemistry knowledge,cognitive,understand,31.0,30.0,75.9,6.36,69.3,6.94,0.9796,0.271,0.4484,1.5108,0.9923,,8.2,0.006,0.124,calculated_from_table,table_ocr,,,RCT,ChatGPT (gpt-3.5-turbo-16k),delayed-test,Chemistry knowledge questionnaire,International Journal of Educational Technology in Higher Education,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
47,047_01,Enhancing Math Learning with AI: ChatGPT's Impact on Number Base Conversion Comprehension,2024.0,Sireesha Prathigadapa; Salwani Binti Mohd Daud; Bryan Thien Chek Hui; Morampudi Rama Tulasi Raju,Number Base Conversion Performance,cognitive,apply,170.0,170.0,18.39,2.39,14.71,3.12,1.3212,0.1197,1.0866,1.5559,1.3242,,,,,calculated_from_table,table_ocr,,,,,post-test,Post-Assessment Score,Semantic Scholar,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
47,047_02,Enhancing Math Learning with AI: ChatGPT's Impact on Number Base Conversion Comprehension,2024.0,Sireesha Prathigadapa; Salwani Binti Mohd Daud; Bryan Thien Chek Hui; Morampudi Rama Tulasi Raju,Number Base Conversion Performance,cognitive,apply,170.0,170.0,14.64,5.01,14.35,5.1,0.0572,0.1085,-0.1554,0.2699,0.0574,,,,,calculated_from_table,table_ocr,,,,,pre-test,Pre-Assessment Score,Semantic Scholar,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
48,048_01,Enhancing University Level English Proficiency with Generative AI: Empirical Insights into Automated Feedback and Learning Outcomes,2024.0,Sumie Chan; N. Lo; Alan Wong,essay writing quality,cognitive,create,342.0,576.0,63.98969,,61.15464,,0.2010117055207995,0.068425837110752,0.0668970647837255,0.3351263462578734,0.2011764692138493,2.947,,0.00360,,calculated_t_value,calculated_from_table,positive,,RCT,GPT-3.5-turbo,gain_score,instructor scoring,Contemporary Educational Technology,,,,,,,,,,,,,VERIFIED,75.0,1,pdf_cross_check
48,048_02,Enhancing University Level English Proficiency with Generative AI: Empirical Insights into Automated Feedback and Learning Outcomes,2024.0,Sumie Chan; N. Lo; Alan Wong,emotion,affective,,342.0,576.0,4.556701,3.07,3.762887,2.761,0.2754,0.0686,0.141,0.4098,0.2756,1.884,,0.06110,,calculated_M_SD,,positive,,RCT,GPT-3.5-turbo,post-test,questionnaire,Contemporary Educational Technology,,,,,,,,,,,,,VERIFIED,75.0,1,pdf_cross_check
48,048_03,Enhancing University Level English Proficiency with Generative AI: Empirical Insights into Automated Feedback and Learning Outcomes,2024.0,Sumie Chan; N. Lo; Alan Wong,motivation,affective,,342.0,576.0,5.051546,3.108,3.350515,2.479,0.6225,0.0698,0.4857,0.7593,0.6231,4.193,,0.00004,,calculated_M_SD,,positive,,RCT,GPT-3.5-turbo,post-test,questionnaire,Contemporary Educational Technology,,,,,,,,,,,,,VERIFIED,75.0,1,pdf_cross_check
48,048_04,Enhancing University Level English Proficiency with Generative AI: Empirical Insights into Automated Feedback and Learning Outcomes,2024.0,Sumie Chan; N. Lo; Alan Wong,engagement,behavioral,,342.0,576.0,4.969072,3.411,3.989691,2.951,0.3126,0.0687,0.1781,0.4472,0.3129,2.089,,0.03460,,calculated_M_SD,,positive,,RCT,GPT-3.5-turbo,post-test,questionnaire,Contemporary Educational Technology,,,,,,,,,,,,,VERIFIED,75.0,1,pdf_cross_check
49,049_01,Enhancing Writing Proficiency through AI-Powered Feedback: A Quasi-Experimental Study Using Google Gemini,2024.0,Kartika S,writing proficiency,cognitive,create,40.0,40.0,78.4,6.2,70.1,7.4,0.7923,,,,0.8,6.5,,0.0001,,from_cohens_d,,positive,,,,post-test,standardized writing test,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
49,049_02,Enhancing Writing Proficiency through AI-Powered Feedback: A Quasi-Experimental Study Using Google Gemini,2024.0,Kartika S,student satisfaction with feedback,affective,,40.0,40.0,,,,,,,,,,,,,,insufficient_data,,positive,,,,post-test,student survey,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
