study_id,outcome_id,title,year,authors,outcome_name,outcome_dimension,blooms_level,n_treatment,n_control,m_treatment,sd_treatment,m_control,sd_control,hedges_g,se_g,ci_lower,ci_upper,cohens_d,t_value,f_value,p_value,eta_squared,study_design,genai_tool,source,doi,age_mean_control,age_mean_treatment,age_sd_control,age_sd_treatment,baseline_age_p,baseline_age_t,baseline_gender_chi2,baseline_gender_p,baseline_gpa_p,baseline_gpa_t,extraction_confidence,gender_female_n_control,gender_female_n_treatment,gender_male_n_control,gender_male_n_treatment,gpa_mean_control,gpa_mean_treatment,gpa_sd_control,gpa_sd_treatment,grade_level_control,grade_level_treatment,group_label_control,group_label_treatment,notes,program_type_control,program_type_treatment,blooms_category,academic_level,hedges_g_original
10,010_03,Differential Effects of GPT-Based Tools on Comprehension of Standardized Passages,2025,Hudson K. Etkin; Kai J. Etkin; Ryan J. Carter; Camarin E. Rolle,Quiz Accuracy - Socratic Tool,cognitive,understand,70.0,,2.2,,,,,,,,0.26,,,0.03,,RCT,GPT-based tools,Frontiers in Education,10.3389/feduc.2025.1506752,,,,,,,,,,,high,,,,,,,,,,,,,"Study uses within-subjects design with performance-based splits rather than traditional control/treatment groups. Tables 1 and 2 show characteristics by performance levels, not by intervention groups.",,,lower_order,not_specified,
10,010_04,Differential Effects of GPT-Based Tools on Comprehension of Standardized Passages,2025,Hudson K. Etkin; Kai J. Etkin; Ryan J. Carter; Camarin E. Rolle,Quiz Accuracy - Socratic Tool (No SAT/ACT),cognitive,understand,52.0,,2.5,,,,,,,,0.34,,,0.017,,RCT,GPT-based tools,Frontiers in Education,10.3389/feduc.2025.1506752,,,,,,,,,,,high,,,,,,,,,,,,,"Study uses within-subjects design with performance-based splits rather than traditional control/treatment groups. Tables 1 and 2 show characteristics by performance levels, not by intervention groups.",,,lower_order,not_specified,
10,010_05,Differential Effects of GPT-Based Tools on Comprehension of Standardized Passages,2025,Hudson K. Etkin; Kai J. Etkin; Ryan J. Carter; Camarin E. Rolle,Quiz Accuracy - Summary Tool,cognitive,understand,70.0,,2.9,,,,,,,,0.35,,,0.005,,RCT,GPT-based tools,Frontiers in Education,10.3389/feduc.2025.1506752,,,,,,,,,,,high,,,,,,,,,,,,,"Study uses within-subjects design with performance-based splits rather than traditional control/treatment groups. Tables 1 and 2 show characteristics by performance levels, not by intervention groups.",,,lower_order,not_specified,
11,011_01,Effects of artificial intelligence based physiotherapy educational approach in developing clinical reasoning skills: a randomized controlled trial,2025,not_reported,theoretical knowledge test,cognitive,understand,20.0,20.0,,,,,3.0,0.4673277993015181,,,3.14,,,,,RCT,ChatGPT,Semantic Scholar,10.1186/s12909-025-07926-w,22.4,22.85,2.74,1.53,0.525,,,0.751,,,high,12.0,10.0,8.0,10.0,,,,,2nd year,2nd year,PBLG,AI-PBLG,Table 2 baseline demographics shows comparable groups at baseline (p>0.20). Study involved 2nd year undergraduate physiotherapy students.,undergraduate,undergraduate,lower_order,mixed,3.0776
11,011_02,Effects of artificial intelligence based physiotherapy educational approach in developing clinical reasoning skills: a randomized controlled trial,2025,not_reported,Mini Clinical Evaluation Exercise,cognitive,apply,20.0,20.0,,,,,,,,,,,,> .05,,RCT,ChatGPT,Semantic Scholar,10.1186/s12909-025-07926-w,22.4,22.85,2.74,1.53,0.525,,,0.751,,,high,12.0,10.0,8.0,10.0,,,,,2nd year,2nd year,PBLG,AI-PBLG,Table 2 baseline demographics shows comparable groups at baseline (p>0.20). Study involved 2nd year undergraduate physiotherapy students.,undergraduate,undergraduate,lower_order,mixed,
11,011_03,Effects of artificial intelligence based physiotherapy educational approach in developing clinical reasoning skills: a randomized controlled trial,2025,not_reported,AI self-efficacy,affective,not_reported,20.0,20.0,,,,,1.6662,0.3670187740429636,,,1.7,,,< .000001,,RCT,ChatGPT,Semantic Scholar,10.1186/s12909-025-07926-w,22.4,22.85,2.74,1.53,0.525,,,0.751,,,high,12.0,10.0,8.0,10.0,,,,,2nd year,2nd year,PBLG,AI-PBLG,Table 2 baseline demographics shows comparable groups at baseline (p>0.20). Study involved 2nd year undergraduate physiotherapy students.,undergraduate,undergraduate,not_classified,mixed,1.6662
11,011_04,Effects of artificial intelligence based physiotherapy educational approach in developing clinical reasoning skills: a randomized controlled trial,2025,not_reported,internet addiction,behavioral,not_reported,20.0,20.0,,,,,,,,,,,,> .05,,RCT,ChatGPT,Semantic Scholar,10.1186/s12909-025-07926-w,22.4,22.85,2.74,1.53,0.525,,,0.751,,,high,12.0,10.0,8.0,10.0,,,,,2nd year,2nd year,PBLG,AI-PBLG,Table 2 baseline demographics shows comparable groups at baseline (p>0.20). Study involved 2nd year undergraduate physiotherapy students.,undergraduate,undergraduate,not_classified,mixed,
11,011_05,Effects of artificial intelligence based physiotherapy educational approach in developing clinical reasoning skills: a randomized controlled trial,2025,not_reported,reading motivation,affective,not_reported,20.0,20.0,,,,,1.284,0.347286913084844,,,1.31,,,< .001,,RCT,ChatGPT,Semantic Scholar,10.1186/s12909-025-07926-w,22.4,22.85,2.74,1.53,0.525,,,0.751,,,high,12.0,10.0,8.0,10.0,,,,,2nd year,2nd year,PBLG,AI-PBLG,Table 2 baseline demographics shows comparable groups at baseline (p>0.20). Study involved 2nd year undergraduate physiotherapy students.,undergraduate,undergraduate,not_classified,mixed,1.284
12,012_01,Enhancing Critical Writing Through AI Feedback: A Randomized Control Study,2025,Kai Zhang,overall writing score,cognitive,create,125.0,134.0,0.149,0.001,0.087,3.116,0.0276,0.1244,-0.2162,0.2713,0.0277,,,< .001,,RCT,ChatGPT,Semantic Scholar,10.3390/bs15050600,22.24,22.01,1.1,1.18,0.108,,,0.283,,,high,68.0,56.0,66.0,69.0,,,,,third-year undergraduates,third-year undergraduates,Control,Treatment,"Table 2 shows baseline characteristics. Gender reported as proportion male (0.49 control, 0.55 treatment). Also includes PSS stress scores and household income data.",undergraduate,undergraduate,higher_order,mixed,0.0276
12,012_02,Enhancing Critical Writing Through AI Feedback: A Randomized Control Study,2025,Kai Zhang,content score,cognitive,create,125.0,134.0,0.067,0.062,0.004,0.017,1.4031,0.1388,1.1311,1.6751,1.4072,,,< .001,,RCT,ChatGPT,Semantic Scholar,10.3390/bs15050600,22.24,22.01,1.1,1.18,0.108,,,0.283,,,high,68.0,56.0,66.0,69.0,,,,,third-year undergraduates,third-year undergraduates,Control,Treatment,"Table 2 shows baseline characteristics. Gender reported as proportion male (0.49 control, 0.55 treatment). Also includes PSS stress scores and household income data.",undergraduate,undergraduate,higher_order,mixed,1.4031
12,012_03,Enhancing Critical Writing Through AI Feedback: A Randomized Control Study,2025,Kai Zhang,organization score,cognitive,create,125.0,134.0,0.311,0.001,8.0,0.191,,,-60.6069,-50.9846,-55.9592,,,< .001,,RCT,ChatGPT,Semantic Scholar,10.3390/bs15050600,22.24,22.01,1.1,1.18,0.108,,,0.283,,,high,68.0,56.0,66.0,69.0,,,,,third-year undergraduates,third-year undergraduates,Control,Treatment,"Table 2 shows baseline characteristics. Gender reported as proportion male (0.49 control, 0.55 treatment). Also includes PSS stress scores and household income data.",undergraduate,undergraduate,higher_order,mixed,
12,012_04,Enhancing Critical Writing Through AI Feedback: A Randomized Control Study,2025,Kai Zhang,language usage score,cognitive,apply,125.0,134.0,,,,,,,,,,,,< .05,,RCT,ChatGPT,Semantic Scholar,10.3390/bs15050600,22.24,22.01,1.1,1.18,0.108,,,0.283,,,high,68.0,56.0,66.0,69.0,,,,,third-year undergraduates,third-year undergraduates,Control,Treatment,"Table 2 shows baseline characteristics. Gender reported as proportion male (0.49 control, 0.55 treatment). Also includes PSS stress scores and household income data.",undergraduate,undergraduate,lower_order,mixed,
12,012_05,Enhancing Critical Writing Through AI Feedback: A Randomized Control Study,2025,Kai Zhang,writing motivation score,affective,not_reported,125.0,134.0,8.0,0.077,0.044,0.05,,,112.4726,133.6758,123.4348,,,< .05,,RCT,ChatGPT,Semantic Scholar,10.3390/bs15050600,22.24,22.01,1.1,1.18,0.108,,,0.283,,,high,68.0,56.0,66.0,69.0,,,,,third-year undergraduates,third-year undergraduates,Control,Treatment,"Table 2 shows baseline characteristics. Gender reported as proportion male (0.49 control, 0.55 treatment). Also includes PSS stress scores and household income data.",undergraduate,undergraduate,not_classified,mixed,
12,012_06,Enhancing Critical Writing Through AI Feedback: A Randomized Control Study,2025,Kai Zhang,perceived usefulness,affective,not_reported,125.0,134.0,,,,,,,,,,,,,,RCT,ChatGPT,Semantic Scholar,10.3390/bs15050600,22.24,22.01,1.1,1.18,0.108,,,0.283,,,high,68.0,56.0,66.0,69.0,,,,,third-year undergraduates,third-year undergraduates,Control,Treatment,"Table 2 shows baseline characteristics. Gender reported as proportion male (0.49 control, 0.55 treatment). Also includes PSS stress scores and household income data.",undergraduate,undergraduate,not_classified,mixed,
12,012_07,Enhancing Critical Writing Through AI Feedback: A Randomized Control Study,2025,Kai Zhang,perceived ease of use,affective,not_reported,125.0,134.0,,,,,,,,,,,,,,RCT,ChatGPT,Semantic Scholar,10.3390/bs15050600,22.24,22.01,1.1,1.18,0.108,,,0.283,,,high,68.0,56.0,66.0,69.0,,,,,third-year undergraduates,third-year undergraduates,Control,Treatment,"Table 2 shows baseline characteristics. Gender reported as proportion male (0.49 control, 0.55 treatment). Also includes PSS stress scores and household income data.",undergraduate,undergraduate,not_classified,mixed,
12,012_08,Enhancing Critical Writing Through AI Feedback: A Randomized Control Study,2025,Kai Zhang,attitude toward use,affective,not_reported,125.0,134.0,,,,,,,,,,,,,,RCT,ChatGPT,Semantic Scholar,10.3390/bs15050600,22.24,22.01,1.1,1.18,0.108,,,0.283,,,high,68.0,56.0,66.0,69.0,,,,,third-year undergraduates,third-year undergraduates,Control,Treatment,"Table 2 shows baseline characteristics. Gender reported as proportion male (0.49 control, 0.55 treatment). Also includes PSS stress scores and household income data.",undergraduate,undergraduate,not_classified,mixed,
12,012_09,Enhancing Critical Writing Through AI Feedback: A Randomized Control Study,2025,Kai Zhang,perceived stress,affective,not_reported,125.0,134.0,24.97,5.54,24.6,5.56,0.0665,0.1244,-0.1773,0.3103,0.0667,,,0.591,,RCT,not_reported,Semantic Scholar,10.3390/bs15050600,22.24,22.01,1.1,1.18,0.108,,,0.283,,,high,68.0,56.0,66.0,69.0,,,,,third-year undergraduates,third-year undergraduates,Control,Treatment,"Table 2 shows baseline characteristics. Gender reported as proportion male (0.49 control, 0.55 treatment). Also includes PSS stress scores and household income data.",undergraduate,undergraduate,not_classified,mixed,0.0665
12,012_10,Enhancing Critical Writing Through AI Feedback: A Randomized Control Study,2025,Kai Zhang,AI engagement,behavioral,not_reported,125.0,134.0,,,,,,,,,,,,,,RCT,ChatGPT,Semantic Scholar,10.3390/bs15050600,22.24,22.01,1.1,1.18,0.108,,,0.283,,,high,68.0,56.0,66.0,69.0,,,,,third-year undergraduates,third-year undergraduates,Control,Treatment,"Table 2 shows baseline characteristics. Gender reported as proportion male (0.49 control, 0.55 treatment). Also includes PSS stress scores and household income data.",undergraduate,undergraduate,not_classified,mixed,
13,013_01,Enhancing Ophthalmology Students' Awareness of Retinitis Pigmentosa: Assessing the Efficacy of ChatGPT in AI-Assisted Teaching of Rare Diseases,2025,Jiamu Zeng; Kexin Sun; Peng Qin; Shulin Liu,post-test scores,cognitive,understand,72.0,70.0,115.42,22.7,110.93,29.01,0.1718,0.1682,-0.1578,0.5013,0.1727,,,0.28,,quasi-experimental,ChatGPT,Frontiers in Medicine,10.3389/fmed.2025.1534294,,,,,,,,,,,medium,37.0,33.0,33.0,39.0,,,,,3rd year,3rd year,Control group,ChatGPT group,"Limited demographics reported in text only. Control: 70 participants (47.1% male), Treatment: 72 participants (54.2% male). No formal baseline table found.",medical students,medical students,lower_order,not_specified,0.1718
13,013_02,Enhancing Ophthalmology Students' Awareness of Retinitis Pigmentosa: Assessing the Efficacy of ChatGPT in AI-Assisted Teaching of Rare Diseases,2025,Jiamu Zeng; Kexin Sun; Peng Qin; Shulin Liu,review time,behavioral,not_reported,72.0,70.0,24.29,12.62,42.54,20.43,-1.0725,0.1795,-1.4243,-0.7206,-1.0782,,,< 0.0001,,quasi-experimental,ChatGPT,Frontiers in Medicine,10.3389/fmed.2025.1534294,,,,,,,,,,,medium,37.0,33.0,33.0,39.0,,,,,3rd year,3rd year,Control group,ChatGPT group,"Limited demographics reported in text only. Control: 70 participants (47.1% male), Treatment: 72 participants (54.2% male). No formal baseline table found.",medical students,medical students,not_classified,not_specified,-1.0725
13,013_03,Enhancing Ophthalmology Students' Awareness of Retinitis Pigmentosa: Assessing the Efficacy of ChatGPT in AI-Assisted Teaching of Rare Diseases,2025,Jiamu Zeng; Kexin Sun; Peng Qin; Shulin Liu,complex questions performance,cognitive,analyze,72.0,70.0,,,,,,,,,,,,,,quasi-experimental,ChatGPT,Frontiers in Medicine,10.3389/fmed.2025.1534294,,,,,,,,,,,medium,37.0,33.0,33.0,39.0,,,,,3rd year,3rd year,Control group,ChatGPT group,"Limited demographics reported in text only. Control: 70 participants (47.1% male), Treatment: 72 participants (54.2% male). No formal baseline table found.",medical students,medical students,higher_order,not_specified,
14,014_01,Enhancing self‐regulated learning and learning experience in generative AI environments: The critical role of metacognitive support,2025,Xiaoqing Xu; Lifang Qiao; Nuo Cheng; Hongxia Liu; Wei Zhao,academic achievement,cognitive,apply,35.0,33.0,35.0,86.91,5.3,86.93,0.3378,0.2444,-0.1412,0.8167,0.3417,-0.041,,0.968,,not_reported,ChatGPT,Semantic Scholar,10.1111/bjet.13599,19.44,19.44,0.57,0.57,,,,,,,high,19.0,20.0,14.0,15.0,,,,,sophomores,sophomores,CG,EG,"Overall demographics reported: 71 sophomores (32 males, 39 females), age 19-21 years, mean 19.44 (SD=0.57), Educational Technology majors. Final analysis: EG n=35 (20F, 15M), CG n=33 (19F, 14M)",undergraduate,undergraduate,lower_order,mixed,0.3378
14,014_02,Enhancing self‐regulated learning and learning experience in generative AI environments: The critical role of metacognitive support,2025,Xiaoqing Xu; Lifang Qiao; Nuo Cheng; Hongxia Liu; Wei Zhao,goal setting,metacognitive,not_reported,35.0,33.0,5.28,0.95,5.14,0.9,0.1494,0.243,-0.3268,0.6257,0.1512,0.625,,0.534,,not_reported,not_reported,Semantic Scholar,10.1111/bjet.13599,19.44,19.44,0.57,0.57,,,,,,,high,19.0,20.0,14.0,15.0,,,,,sophomores,sophomores,CG,EG,"Overall demographics reported: 71 sophomores (32 males, 39 females), age 19-21 years, mean 19.44 (SD=0.57), Educational Technology majors. Final analysis: EG n=35 (20F, 15M), CG n=33 (19F, 14M)",undergraduate,undergraduate,not_classified,mixed,0.1494
14,014_03,Enhancing self‐regulated learning and learning experience in generative AI environments: The critical role of metacognitive support,2025,Xiaoqing Xu; Lifang Qiao; Nuo Cheng; Hongxia Liu; Wei Zhao,environmental structure,metacognitive,not_reported,35.0,33.0,5.41,0.94,5.45,0.92,-0.0425,0.2427,-0.5181,0.4331,-0.043,-0.178,,0.859,,not_reported,not_reported,Semantic Scholar,10.1111/bjet.13599,19.44,19.44,0.57,0.57,,,,,,,high,19.0,20.0,14.0,15.0,,,,,sophomores,sophomores,CG,EG,"Overall demographics reported: 71 sophomores (32 males, 39 females), age 19-21 years, mean 19.44 (SD=0.57), Educational Technology majors. Final analysis: EG n=35 (20F, 15M), CG n=33 (19F, 14M)",undergraduate,undergraduate,not_classified,mixed,-0.0425
14,014_04,Enhancing self‐regulated learning and learning experience in generative AI environments: The critical role of metacognitive support,2025,Xiaoqing Xu; Lifang Qiao; Nuo Cheng; Hongxia Liu; Wei Zhao,task strategy,metacognitive,not_reported,35.0,33.0,4.76,1.11,4.83,0.87,-0.0691,0.2427,-0.5449,0.4066,-0.0699,-0.283,,0.778,,not_reported,not_reported,Semantic Scholar,10.1111/bjet.13599,19.44,19.44,0.57,0.57,,,,,,,high,19.0,20.0,14.0,15.0,,,,,sophomores,sophomores,CG,EG,"Overall demographics reported: 71 sophomores (32 males, 39 females), age 19-21 years, mean 19.44 (SD=0.57), Educational Technology majors. Final analysis: EG n=35 (20F, 15M), CG n=33 (19F, 14M)",undergraduate,undergraduate,not_classified,mixed,-0.0691
14,014_05,Enhancing self‐regulated learning and learning experience in generative AI environments: The critical role of metacognitive support,2025,Xiaoqing Xu; Lifang Qiao; Nuo Cheng; Hongxia Liu; Wei Zhao,time management,metacognitive,not_reported,35.0,33.0,4.84,0.99,4.93,0.89,-0.0944,0.2428,-0.5702,0.3815,-0.0955,-0.398,,0.692,,not_reported,not_reported,Semantic Scholar,10.1111/bjet.13599,19.44,19.44,0.57,0.57,,,,,,,high,19.0,20.0,14.0,15.0,,,,,sophomores,sophomores,CG,EG,"Overall demographics reported: 71 sophomores (32 males, 39 females), age 19-21 years, mean 19.44 (SD=0.57), Educational Technology majors. Final analysis: EG n=35 (20F, 15M), CG n=33 (19F, 14M)",undergraduate,undergraduate,not_classified,mixed,-0.0944
14,014_06,Enhancing self‐regulated learning and learning experience in generative AI environments: The critical role of metacognitive support,2025,Xiaoqing Xu; Lifang Qiao; Nuo Cheng; Hongxia Liu; Wei Zhao,help seeking,metacognitive,not_reported,35.0,33.0,5.21,0.9,5.02,0.82,0.2179,0.2434,-0.2591,0.6949,0.2204,0.918,,0.362,,not_reported,not_reported,Semantic Scholar,10.1111/bjet.13599,19.44,19.44,0.57,0.57,,,,,,,high,19.0,20.0,14.0,15.0,,,,,sophomores,sophomores,CG,EG,"Overall demographics reported: 71 sophomores (32 males, 39 females), age 19-21 years, mean 19.44 (SD=0.57), Educational Technology majors. Final analysis: EG n=35 (20F, 15M), CG n=33 (19F, 14M)",undergraduate,undergraduate,not_classified,mixed,0.2179
14,014_07,Enhancing self‐regulated learning and learning experience in generative AI environments: The critical role of metacognitive support,2025,Xiaoqing Xu; Lifang Qiao; Nuo Cheng; Hongxia Liu; Wei Zhao,self-evaluation,metacognitive,not_reported,35.0,33.0,5.28,0.9,5.18,0.83,0.1141,0.2428,-0.3619,0.59,0.1154,0.459,,0.648,,not_reported,not_reported,Semantic Scholar,10.1111/bjet.13599,19.44,19.44,0.57,0.57,,,,,,,high,19.0,20.0,14.0,15.0,,,,,sophomores,sophomores,CG,EG,"Overall demographics reported: 71 sophomores (32 males, 39 females), age 19-21 years, mean 19.44 (SD=0.57), Educational Technology majors. Final analysis: EG n=35 (20F, 15M), CG n=33 (19F, 14M)",undergraduate,undergraduate,not_classified,mixed,0.1141
14,014_08,Enhancing self‐regulated learning and learning experience in generative AI environments: The critical role of metacognitive support,2025,Xiaoqing Xu; Lifang Qiao; Nuo Cheng; Hongxia Liu; Wei Zhao,cognitive load,cognitive,not_reported,35.0,33.0,3.69,1.08,4.09,0.52,-0.4646,0.245889435443441,,,-0.47,-1.99,,0.052,,not_reported,ChatGPT,Semantic Scholar,10.1111/bjet.13599,19.44,19.44,0.57,0.57,,,,,,,high,19.0,20.0,14.0,15.0,,,,,sophomores,sophomores,CG,EG,"Overall demographics reported: 71 sophomores (32 males, 39 females), age 19-21 years, mean 19.44 (SD=0.57), Educational Technology majors. Final analysis: EG n=35 (20F, 15M), CG n=33 (19F, 14M)",undergraduate,undergraduate,not_classified,mixed,-0.4646
